In the analysis [lhs_139_v1.inp] the following keyword-specific stabilization terms are used:

In lhs_139_v1_inp-files/Material.inp:
*Damage Stabilization
1e-05

In lhs_139_v1_inp-files/Step.inp:

% till analysis end   |         1%|        10%|        50%|        90%|        95%|        99%|       100%|
-----------------------------------------------------------------------------------------------------------
steptime              |     0.0028|     0.0284|     0.1419|     0.2554|     0.2696|     0.2810|     0.2838|
inc number            |          1|          4|         16|         67|         70|        201|        501|
-----------------------------------------------------------------------------------------------------------
ALLCD/ALLIE*100       |        NaN|     0.0000|     0.0000|     0.0001|     0.0022|     0.0562|     0.0575|
ALLPD/ALLIE*100       |        NaN|    13.9570|    53.7692|    69.5632|    66.4306|    62.6730|    61.3523|
ALLSD/ALLIE*100       |        NaN|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|
ALLVD/ALLIE*100       |        NaN|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|
ETOTAL/ALLIE*100      |        NaN|     1.0921|     1.7075|     3.3770|     6.4313|    14.8923|    17.5613|
-----------------------------------------------------------------------------------------------------------
ALLAE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCDW               |        0.0|-1.6965e-06|-3.6570e-05|-1.3956e-04|-2.9982e-04|-7.7901e-04|-9.4282e-04|
ALLCCE                |        0.0| 2.4841e-06| 5.2499e-05| 3.5196e-05| 4.2713e-05| 4.2384e-05| 4.1863e-05|
ALLCCEN               |        0.0| 2.4841e-06| 5.2499e-05| 3.5196e-05| 4.2713e-05| 4.2384e-05| 4.1863e-05|
ALLCCET               |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCSD               |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCSDN              |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCSDT              |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCD                 |        0.0|        0.0|        0.0| 5.4750e-09| 1.0906e-07| 3.0059e-06| 3.1461e-06|
ALLDMD                |        0.0|        0.0|        0.0| 1.0580e-05| 8.9397e-05| 3.6199e-04| 4.5102e-04|
ALLDTI                |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLEE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLFD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLIE                 |        0.0| 8.8761e-06| 1.4996e-03| 4.2929e-03| 4.9446e-03| 5.3529e-03| 5.4683e-03|
ALLJD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLKE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLKL                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLPD                 |        0.0| 1.2388e-06| 8.0634e-04| 2.9863e-03| 3.2847e-03| 3.3548e-03| 3.3550e-03|
ALLQB                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLSD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLSE                 |        0.0| 7.6373e-06| 6.9329e-04| 1.2960e-03| 1.5703e-03| 1.6331e-03| 1.6592e-03|
ALLVD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLWK                 |        0.0| 1.2960e-05| 1.5631e-03| 4.3227e-03| 4.9691e-03| 5.3771e-03| 5.4927e-03|
ETOTAL                |        0.0| 9.6933e-08| 2.5606e-05| 1.4497e-04| 3.1800e-04| 7.9717e-04| 9.6031e-04|
RF1_BC3               |        0.0| 3.4333e-11| 1.1929e-07| 2.1285e-07| 8.1025e-08|-7.4312e-05|-7.4068e-05|
RF2_BC3               |        0.0| 1.3585e-02| 2.1309e-01| 3.4500e-01| 3.7132e-01| 3.4365e-01| 3.3654e-01|
RF3_BC3               |        0.0| 5.6798e-10|-2.9104e-10| 1.5905e-08| 6.5484e-09|-2.1465e-04|-2.1413e-04|
U2_BC3                |        0.0| 3.6000e-03| 1.7100e-02| 3.0795e-02| 3.2595e-02| 3.3716e-02| 3.4056e-02|
time                  |        0.0| 3.0000e-02| 1.4250e-01| 2.5662e-01| 2.7162e-01| 2.8097e-01| 2.8380e-01|
time_RF               |        0.0| 3.0000e-02| 1.4250e-01| 2.5662e-01| 2.7162e-01| 2.8097e-01| 2.8380e-01|
