0.772	0.396	0.52	0.344	0.472
0.888	0.78	0.954	0.928	0.942
0.66	0.852	0.822	0.536	0.622
0.608	0.152	0.184	0.616	0.788
0.222	0.756	0.952	0.696	0.866
0.72	0.364	0.604	0.9	0.166
0.494	0.276	0.658	0.46	0.33
0.586	0.668	0.01	0.996	0.48
0.808	0.79	0.33	0.904	0.928
0.714	0.882	0.502	0.116	0.332
0.442	0.928	0.486	0.222	0.504
0.948	0.042	0.03	0.748	0.378
0.85	0.382	0.228	0.434	0.87
0.582	0.316	0.558	0.436	0.27
0.912	0.008	0.87	0.702	0.564
0.542	0.934	0.684	0.036	0.906
0.41	0.978	0.304	0.172	0.696
0.762	0.884	0.784	0.254	0.392
0.064	0.792	0.906	0.364	0.652
0.474	0.52	0.388	0.212	0.702
0.374	0.478	0.712	0.284	0.164
0.264	0.7	0.852	0.714	0.744
0.18	0.284	0.686	0.732	0.998
0.848	0.462	0.616	0.632	0.276
0.67	0.564	0.836	0.97	0.196
0.384	0.252	0.484	0.022	0.568
0.088	0.492	0.652	0.098	0.258
0.1	0.808	0.288	0.404	0.478
0.074	0.256	0.536	0.982	0.884
0.008	0.486	0.454	0.518	0.092
0.326	0.602	0.874	0.688	0.826
0.962	0.166	0.514	0.188	0.088
0.77	0.656	0.462	0.056	0.38
0.286	0.588	0.188	0.318	0.628
0.184	0.016	0.534	0.75	0.666
0.018	0.028	0.746	0.682	0.24
0.922	0.514	0.062	0.43	0.176
0.904	0.122	0.966	0.124	0.366
0.694	0.49	0.988	0.962	0.012
0.616	0.802	0.998	0.286	0.886
0.554	0.806	0.44	0.36	0.822
0.106	0.842	0.756	0.63	0.158
0.146	0.936	0.116	0.742	0.14
0.712	0.822	0.704	0.164	0.324
0.86	0.418	0.73	0.542	0.99
0.55	0.286	0.544	0.346	0.534
0.466	0.94	0.706	0.32	0.226
0.986	0.18	0.808	0.394	0.86
0.76	0.642	0.256	0.626	0.542
0.61	0.16	0.142	0.576	0.516
0.864	0.236	0.25	0.7	0.45
0.082	0.622	0.21	0.42	0.476
0.274	0.794	0.144	0.822	0.46
0.198	0.21	0.832	0.746	0.53
0.408	0.46	0.922	0.244	0.376
0.12	0.344	0.538	0.708	0.728
0.926	0.054	0.15	0.268	0.484
0.226	0.04	0.442	0.458	0.334
0.254	0.48	0.332	0.504	0.136
0.132	0.182	0.24	0.622	0.982
0.328	0.266	0.086	0.972	0.406
0.56	0.524	0.644	0.72	0.242
0.026	0.502	0.002	0.134	0.846
0.428	0.45	0.666	0.002	0.554
0.882	0.864	0.828	0.26	0.454
0.276	0.326	0.768	0.19	0.17
0.584	0.728	0.238	0.66	0.144
0.102	0.23	0.61	0.502	0.82
0.676	0.516	0.56	0.074	0.448
0.91	0.86	0.92	0.99	0.118
0.352	0.956	0.474	0.37	0.922
0.998	0.54	0.042	0.416	0.288
0.03	0.612	0.006	0.066	0.418
0.602	0.76	0.79	0.992	0.172
0.52	0.196	0.49	0.168	0.036
0.032	0.312	0.248	0.588	0.024
0.2	0.772	0.814	0.938	0.914
0.27	0.25	0.088	0.522	0.306
0.662	0.736	0.95	0.382	0.076
0.69	0.022	0.636	0.452	0.078
0.696	0.698	0.862	0.166	0.736
0.13	0.038	0.432	0.614	0.082
0.704	0.942	0.736	0.446	0.824
0.168	0.408	0.408	0.724	0.768
0.256	0.894	0.308	0.556	0.182
0.48	0.416	0.412	0.3	0.966
0.892	0.768	0.5	0.338	0.708
0.8	0.188	0.586	0.032	0.51
0.166	0.012	0.212	0.65	0.73
0.574	0.062	0.374	0.596	0.938
0.204	0.868	0.664	0.348	0.066
0.804	0.518	0.776	0.71	0.634
0.302	0.972	0.076	0.218	0.244
0.754	0.644	0.448	0.54	0.348
0.566	0.3	0.572	0.104	0.614
0.284	0.368	0.978	0.916	0.508
0.562	0.96	0.034	0.16	0.776
0.99	0.638	0.028	0.136	0.964
0.638	0.258	0.194	0.926	0.072
0.122	0.074	0.324	0.956	0.712
0.776	0.024	0.778	0.006	0.002
0.736	0.924	0.416	0.206	0.706
0.372	0.202	0.84	0.906	0.536
0.09	0.474	0.69	0.844	0.016
0.078	0.414	0.592	0.892	0.344
0.378	0.918	0.384	0.668	0.292
0.484	0.15	0.38	0.686	0.61
0.526	0.282	0.23	0.656	0.422
0.288	0.406	0.362	0.786	0.4
0.724	0.862	0.698	0.07	0.47
0.24	0.844	0.554	0.332	0.556
0.402	0.02	0.162	0.128	0.674
0.174	0.608	0.352	0.86	0.698
0.614	0.998	0.172	0.334	0.688
0.006	0.548	0.76	0.594	0.722
0.504	0.488	0.12	0.034	0.618
0.498	0.046	0.826	0.96	0.286
0.868	0.636	0.258	0.808	0.612
0.698	0.388	0.35	0.56	0.206
0.95	0.034	0.334	0.878	0.518
0.936	0.734	0.876	0.958	0.756
0.634	0.592	0.422	0.846	0.784
0.886	0.784	0.912	0.29	0.272
0.514	0.158	0.62	0.648	0.216
0.076	0.586	0.932	0.312	0.446
0.606	0.44	0.722	0.976	0.274
0.97	0.506	0.854	0.658	0.97
0.934	0.95	0.634	0.778	0.876
0.392	0.334	0.67	0.89	0.856
0.344	0.306	0.872	0.718	0.572
0.114	0.534	0.226	0.386	0.894
0.37	0.828	0.218	0.132	0.008
0.812	0.234	0.094	0.336	0.368
0.234	0.376	0.134	0.978	0.912
0.78	0.128	0.936	0.796	0.26
0.806	0.994	0.676	0.154	0.526
0.358	0.814	0.09	0.692	0.336
0.178	0.338	0.262	0.422	0.058
0.048	0.596	0.42	0.942	0.142
0.664	0.264	0.816	0.35	0.794
0.822	0.094	0.192	0.342	0.672
0.08	0.058	0.456	0.566	0.782
0.624	0.372	0.596	0.628	0.972
0.35	0.208	0.546	0.802	0.436
0.456	0.002	0.608	0.444	0.566
0.876	0.64	0.26	0.538	0.268
0.506	0.782	0.562	0.028	0.67
0.79	0.352	0.786	0.88	0.624
0.578	0.892	0.122	0.158	0.414
0.902	0.162	0.222	0.74	0.026
0.118	0.73	0.386	0.774	0.152
0.238	0.386	0.57	0.144	0.934
0.758	0.018	0.956	0.734	0.714
0.942	0.374	0.646	0.486	0.684
0.96	0.458	0.014	0.138	0.294
0.158	0.572	0.72	0.372	0.766
0.544	0.082	0.88	0.62	0.648
0.44	0.81	0.274	0.076	0.468
0.528	0.114	0.246	0.08	0.246
0.972	0.716	0.942	0.282	0.06
0.362	0.746	0.794	0.758	0.224
0.946	0.43	0.34	0.432	0.29
0.836	0.666	0.75	0.58	0.834
0.34	0.184	0.102	0.202	0.062
0.6	0.876	0.796	0.462	0.986
0.952	0.19	0.378	0.932	0.71
0.124	0.964	0.31	0.326	0.36
0.034	0.238	0.984	0.082	0.968
0.38	0.878	0.402	0.086	0.506
0.002	0.354	0.152	0.09	0.668
0.042	0.538	0.478	0.308	0.122
0.094	0.174	0.724	0.484	0.944
0.342	1.0	0.112	0.606	0.28
0.072	0.558	0.576	0.554	0.63
0.734	0.926	0.732	0.95	0.488
0.826	0.614	0.27	0.492	0.236
0.532	0.22	0.47	0.04	0.878
0.176	0.584	0.204	0.048	0.254
0.644	0.272	0.302	0.224	0.64
0.798	0.12	0.346	0.848	0.284
0.656	0.836	0.018	0.096	0.298
0.536	0.39	0.692	0.02	0.052
0.556	0.362	0.918	0.21	0.96
0.172	0.05	0.982	0.804	0.356
0.994	0.56	0.4	0.64	0.452
0.832	0.57	0.506	0.986	0.692
0.576	0.212	0.05	0.624	0.308
0.988	0.552	0.344	0.67	0.19
0.726	0.2	0.19	0.292	0.07
0.548	0.786	0.656	0.356	0.046
0.716	0.968	0.126	0.582	0.364
0.368	0.662	0.068	0.256	0.896
0.116	0.992	0.392	0.798	0.126
0.216	0.832	0.012	0.712	0.42
0.322	0.604	0.668	1.0	0.042
0.594	0.096	0.496	0.496	0.21
0.872	0.692	0.628	0.764	0.57
0.828	0.966	0.07	0.196	0.594
0.47	0.55	0.318	0.862	0.354
0.932	0.63	0.186	0.324	0.408
0.9	0.61	0.48	0.156	0.932
0.686	0.758	0.94	0.228	0.642
0.944	0.072	0.272	0.868	0.054
0.356	0.866	0.532	0.794	0.996
0.658	0.732	0.156	0.744	0.204
0.25	0.318	0.14	0.612	0.546
0.208	0.268	0.458	0.354	0.616
0.476	0.438	0.958	0.174	0.064
0.816	0.138	0.902	0.14	0.752
0.958	0.9	0.37	0.876	0.496
0.512	0.29	0.924	0.61	0.014
0.16	0.576	0.844	0.474	0.41
0.482	0.51	0.404	0.234	0.958
0.454	0.32	0.406	0.026	0.068
0.336	0.888	0.858	0.93	0.474
0.268	0.856	0.93	0.112	0.482
0.468	0.984	0.286	0.358	0.22
0.014	0.838	0.672	0.534	0.52
0.194	0.106	0.164	0.598	0.854
0.426	0.858	0.136	0.816	0.552
0.126	0.34	0.83	0.15	0.32
0.628	0.358	0.096	0.374	0.716
0.446	0.254	0.614	0.306	0.248
0.706	0.468	0.848	0.82	0.732
0.53	0.142	0.208	0.146	0.03
0.436	0.606	0.232	0.428	0.01
0.324	0.28	0.198	0.766	0.812
0.112	0.678	0.714	0.278	0.55
0.82	0.324	0.148	0.03	0.08
0.464	0.702	0.468	0.448	0.654
0.334	0.676	0.542	0.248	0.102
0.738	0.192	0.466	0.288	0.34
0.5	0.342	0.032	0.944	0.048
0.666	0.788	0.846	0.406	0.58
0.28	0.594	0.128	0.676	0.844
0.346	0.74	0.008	0.47	0.984
0.462	0.092	0.588	0.466	0.882
0.684	0.848	0.53	0.214	0.444
0.4	0.522	0.71	0.258	0.09
0.26	0.724	0.234	0.824	0.388
0.432	0.124	0.584	0.638	0.888
0.262	0.704	0.68	0.874	0.004
0.398	0.278	0.328	0.298	0.948
0.914	0.898	0.9	0.818	0.586
0.098	0.394	0.994	0.84	0.718
0.774	0.92	0.818	0.192	0.72
0.516	0.818	0.36	0.52	0.106
0.478	0.944	0.154	0.618	0.256
0.794	0.38	0.202	0.852	0.032
0.11	0.332	0.268	0.784	0.174
0.98	0.404	0.138	0.898	0.456
0.598	0.346	0.934	0.834	0.514
0.39	0.886	0.898	0.062	0.874
0.46	0.366	0.938	0.828	0.512
0.766	0.75	0.81	0.604	0.218
0.858	0.914	0.908	0.592	0.68
0.964	0.778	0.972	0.038	0.92
0.778	0.464	0.306	0.064	0.23
0.052	0.77	0.064	0.788	0.606
0.68	0.986	0.082	0.5	0.638
0.54	0.562	0.766	0.998	0.074
0.29	0.872	0.024	0.48	0.802
0.292	0.706	0.424	0.912	0.656
0.744	0.59	0.648	0.968	0.25
0.884	0.164	0.296	0.208	0.868
0.682	0.26	0.358	0.51	0.662
0.92	0.134	0.382	0.706	0.93
0.096	0.618	0.41	0.896	0.156
0.938	0.454	0.552	0.812	0.978
0.814	0.58	0.758	0.516	0.62
0.93	0.554	0.026	0.83	0.892
0.318	0.274	0.97	0.102	0.94
0.626	0.27	0.312	0.396	0.15
0.036	0.652	0.078	0.57	0.198
0.7	0.874	0.166	0.526	0.492
0.15	0.01	0.036	0.412	0.386
0.534	0.762	0.996	0.94	0.374
0.75	0.742	0.866	0.864	0.548
0.632	0.068	0.158	0.366	0.916
0.314	0.72	0.752	0.302	0.676
0.652	0.436	0.106	0.13	0.304
0.162	0.748	0.524	0.882	0.9
0.636	0.168	0.964	0.994	0.432
0.764	0.136	0.678	0.042	0.828
0.228	0.68	0.394	0.368	0.114
0.224	0.228	0.566	0.922	0.31
0.134	0.132	0.368	0.388	0.394
0.444	0.076	0.788	0.664	0.848
0.65	0.578	0.108	0.23	0.76
0.674	0.056	0.74	0.198	0.946
0.784	0.85	0.044	0.478	0.108
0.36	0.568	0.498	0.414	0.202
0.992	0.424	0.124	0.49	0.208
0.852	0.36	0.16	0.092	0.382
0.796	0.146	0.882	0.524	0.398
0.874	0.186	0.574	0.91	0.792
0.422	0.24	0.2	0.506	0.502
0.508	0.246	0.182	0.376	0.018
0.186	0.982	0.91	0.34	0.466
0.678	0.448	0.292	0.678	0.528
0.604	0.98	0.446	0.304	0.838
0.844	0.248	0.842	0.684	0.936
0.138	0.744	0.206	0.148	0.746
0.668	0.014	0.372	0.18	0.778
0.83	0.658	0.326	0.558	0.412
0.22	0.624	0.748	0.952	0.644
0.642	0.598	0.578	0.674	0.902
0.756	0.33	0.986	0.01	0.66
0.278	0.226	0.58	0.39	0.54
0.746	0.726	0.43	0.004	0.994
0.45	0.6	0.06	0.552	0.146
0.57	0.032	0.716	0.182	0.69
0.592	0.508	0.708	0.532	0.222
0.142	0.634	0.244	0.654	0.79
0.842	0.526	0.336	0.574	0.588
0.044	0.176	0.196	0.974	0.1
0.218	0.06	0.754	0.984	0.758
0.448	0.708	0.77	0.602	0.154
0.538	0.308	0.504	0.666	0.116
0.748	0.53	0.64	0.068	0.312
0.818	0.532	0.022	0.236	0.818
0.862	0.242	0.856	0.464	0.238
0.612	0.89	0.46	0.578	0.094
0.856	0.294	0.284	0.832	0.992
0.438	0.084	0.804	0.378	0.864
0.924	0.954	0.32	0.44	0.59
0.692	0.178	0.508	0.738	0.162
0.84	0.198	0.098	0.1	0.704
0.012	0.224	0.946	0.2	0.686
0.016	0.118	0.046	0.014	0.49
0.492	0.026	0.29	0.87	0.134
0.968	0.35	0.316	0.408	0.098
0.802	0.646	0.792	0.888	0.034
0.588	0.1	0.762	0.934	0.12
0.908	0.834	0.338	0.272	0.186
0.718	0.302	0.976	0.274	0.762
0.154	0.718	0.594	0.442	0.832
0.722	0.71	0.438	0.698	0.694
0.572	0.628	0.764	0.886	0.494
0.618	0.144	0.476	0.726	0.124
0.21	0.304	0.782	0.118	0.872
0.092	0.296	0.928	0.704	0.434
0.214	0.102	0.174	0.468	0.598
0.742	0.752	0.066	0.4	0.908
0.954	0.854	0.114	0.85	0.842
0.782	0.052	0.17	0.094	0.904
0.316	0.684	0.472	0.652	1.0
0.066	0.006	0.78	0.68	0.326
0.728	0.654	0.926	0.22	0.05
0.974	0.91	0.96	0.858	0.252
0.928	0.996	0.104	0.6	0.358
0.056	0.8	0.298	0.79	0.228
0.196	0.974	0.492	0.472	0.192
0.878	0.84	0.824	0.126	0.084
0.89	0.616	0.802	0.418	0.16
0.086	0.82	0.944	0.964	0.596
0.33	0.078	0.254	0.646	0.926
0.02	0.214	0.638	0.772	0.88
0.568	0.908	0.718	0.162	0.3
0.552	0.498	0.016	0.238	0.636
0.252	0.14	0.834	0.584	0.104
0.414	0.83	0.598	0.636	0.442
0.486	0.004	0.734	0.918	0.544
0.32	0.826	0.89	0.924	0.576
0.702	0.648	0.436	0.548	0.214
