0.475	0.94	0.895	0.35	0.3	0.19	0.56
0.915	0.03	0.79	0.655	0.59	0.245	0.105
0.745	0.065	0.955	0.51	0.825	0.015	0.42
0.08	0.98	0.11	0.97	0.175	0.75	0.175
0.985	0.465	0.835	0.165	0.23	0.83	0.825
0.805	0.095	0.215	0.43	0.83	0.535	0.86
0.67	0.16	0.415	0.85	0.1	0.595	0.305
0.345	0.405	0.22	0.395	0.585	0.48	0.455
0.51	0.82	0.345	0.155	0.275	0.855	0.52
0.77	0.985	0.84	0.84	0.98	0.225	0.545
0.45	0.655	0.41	0.61	0.555	0.27	0.975
0.73	0.955	0.275	0.99	0.985	0.465	0.62
0.115	0.475	0.73	0.675	0.02	0.575	0.34
0.145	0.34	0.33	0.325	0.69	0.64	0.24
0.02	0.515	0.465	0.65	0.41	0.295	0.815
0.86	0.64	0.605	0.26	0.245	0.635	0.33
0.555	0.41	0.06	0.67	0.295	0.89	0.635
0.6	0.605	0.63	0.005	0.495	0.145	0.9
0.25	0.375	0.98	0.765	0.95	0.35	0.51
0.445	0.43	0.365	0.74	0.335	0.775	0.88
0.335	0.79	0.565	0.595	0.22	0.36	0.115
0.045	0.19	0.9	0.695	0.095	0.82	0.08
0.375	0.01	0.01	0.285	0.215	0.435	0.795
0.205	0.67	0.795	0.68	0.29	0.665	0.19
0.085	0.845	0.595	0.485	0.16	0.58	0.605
0.9	0.22	0.1	0.31	0.955	0.99	0.54
0.27	0.13	0.38	0.195	0.94	0.97	0.01
0.7	0.85	0.405	0.175	0.025	0.345	0.83
0.05	0.66	0.82	0.17	0.89	0.565	0.13
0.655	0.72	0.745	0.475	0.575	0.07	0.16
0.175	0.69	0.125	0.32	0.12	0.37	0.53
0.01	0.345	0.29	0.92	0.85	0.22	0.295
0.495	0.385	0.315	0.2	0.53	0.77	0.315
0.815	0.15	0.695	0.505	0.055	0.84	0.645
0.35	0.21	0.035	0.57	0.15	0.15	0.865
0.605	0.965	0.32	0.47	0.375	0.9	0.18
0.995	0.585	0.985	0.715	0.395	0.105	0.38
0.61	0.49	0.46	0.615	0.425	0.3	0.065
0.895	0.81	0.815	0.805	0.6	0.33	0.055
0.385	0.08	0.655	0.625	0.795	0.41	0.77
0.925	0.12	0.31	0.18	0.82	0.165	0.76
0.48	0.445	0.91	0.445	0.47	0.14	0.64
0.235	0.715	0.885	0.08	0.085	0.39	0.84
0.405	0.785	0.675	0.875	0.34	0.87	0.04
0.455	0.935	0.185	0.055	0.27	0.845	0.285
0.21	0.355	0.71	0.75	0.075	0.385	0.345
0.565	0.77	0.65	0.04	1.0	0.95	0.67
0.32	0.835	0.505	0.525	0.03	0.125	0.17
0.155	0.865	0.475	0.315	0.49	0.005	0.915
0.78	0.575	0.915	0.77	0.285	0.31	0.995
0.98	0.175	0.59	0.71	0.895	0.96	0.47
0.685	0.4	0.27	0.66	0.91	0.555	0.585
0.325	0.89	0.44	0.91	0.88	0.825	0.755
0.825	0.275	0.26	0.37	0.09	0.5	0.165
0.53	0.525	0.775	0.49	0.7	0.11	0.405
0.505	0.83	0.16	0.09	0.25	0.895	0.55
0.43	0.265	0.095	0.69	0.935	0.71	0.805
0.415	0.56	0.64	0.545	0.65	0.695	0.59
0.26	0.51	0.665	0.03	0.805	0.42	0.98
0.57	0.9	0.4	0.605	0.835	0.675	0.855
0.75	0.215	0.145	0.46	0.905	0.59	0.735
0.1	0.74	0.765	0.8	0.76	0.29	0.49
0.2	0.38	0.735	0.76	0.48	0.195	0.32
0.76	0.885	0.85	0.215	0.21	0.28	0.625
0.03	0.57	0.68	0.795	0.24	0.325	0.885
0.89	0.135	0.89	0.635	0.455	0.475	0.275
0.82	0.26	0.03	0.36	0.32	0.905	0.725
0.15	0.33	1.0	0.935	0.325	0.52	0.57
0.58	0.245	0.455	0.33	0.04	0.055	0.94
0.85	0.565	0.065	0.6	0.145	0.725	0.45
0.14	0.06	0.37	0.915	0.515	0.57	0.395
0.315	0.635	0.78	0.495	0.93	0.185	0.925
