In the analysis [lhs_243_v1.inp] the following keyword-specific stabilization terms are used:

In lhs_243_v1_inp-files/Material.inp:
*Damage Stabilization
1e-05

In lhs_243_v1_inp-files/Step.inp:

% till analysis end   |         1%|        10%|        50%|        90%|        95%|        99%|       100%|
-----------------------------------------------------------------------------------------------------------
steptime              |     0.0012|     0.0117|     0.0586|     0.1055|     0.1113|     0.1160|     0.1172|
inc number            |          1|          2|          7|         13|         42|         99|        115|
-----------------------------------------------------------------------------------------------------------
ALLCD/ALLIE*100       |        NaN|     0.0003|     0.0000|     0.0001|     0.0001|     0.0001|     0.0001|
ALLPD/ALLIE*100       |        NaN|     0.0306|    47.2005|    74.1212|    74.3147|    74.1934|    74.1351|
ALLSD/ALLIE*100       |        NaN|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|     0.0000|
ALLVD/ALLIE*100       |        NaN|     0.1049|     0.0003|     0.0001|     0.0001|     0.0001|     0.0001|
ETOTAL/ALLIE*100      |        NaN|    64.0452|     1.5911|     1.0821|     1.2067|     1.2948|     1.3183|
-----------------------------------------------------------------------------------------------------------
ALLAE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCDW               |        0.0| 1.2078e-07|-4.3091e-06|-1.3008e-05|-1.5822e-05|-1.8944e-05|-2.0037e-05|
ALLCCE                |        0.0| 4.4041e-09| 5.7456e-06| 7.7275e-06| 9.3903e-06| 1.2293e-05| 1.3338e-05|
ALLCCEN               |        0.0| 4.4041e-09| 5.7456e-06| 7.7275e-06| 9.3903e-06| 1.2293e-05| 1.3338e-05|
ALLCCET               |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCCSD               |        0.0| 3.3854e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10|
ALLCCSDN              |        0.0| 3.3854e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10|
ALLCCSDT              |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLCD                 |        0.0| 9.2176e-13| 1.1475e-11| 4.9852e-10| 5.1144e-10| 5.1664e-10| 5.2029e-10|
ALLDMD                |        0.0| 1.5233e-07| 1.6675e-07| 5.2198e-07| 5.4714e-07| 5.5990e-07| 5.6845e-07|
ALLDTI                |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLEE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLFD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLIE                 |        0.0| 3.2272e-07| 1.2364e-04| 4.1728e-04| 4.6282e-04| 4.9902e-04| 5.0840e-04|
ALLJD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLKE                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLKL                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLPD                 |        0.0| 9.8662e-11| 5.8360e-05| 3.0929e-04| 3.4394e-04| 3.7024e-04| 3.7690e-04|
ALLQB                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLSD                 |        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|        0.0|
ALLSE                 |        0.0| 1.7029e-07| 6.5116e-05| 1.0746e-04| 1.1833e-04| 1.2822e-04| 1.3093e-04|
ALLVD                 |        0.0| 3.3854e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10| 3.3868e-10|
ALLWK                 |        0.0| 2.1494e-19| 1.3173e-04| 4.3350e-04| 4.8245e-04| 5.2379e-04| 5.3507e-04|
ETOTAL                |        0.0| 2.0669e-07| 1.9673e-06| 4.5152e-06| 5.5847e-06| 6.4613e-06| 6.7022e-06|
RF1_BC3               |        0.0|-1.4211e-14| 9.0859e-06|-6.7028e-06|-3.7460e-06| 3.6333e-06| 1.9727e-05|
RF2_BC3               |        0.0| 5.6843e-13| 4.9112e-02| 6.0893e-02| 6.9218e-02| 7.7834e-02| 7.9991e-02|
RF3_BC3               |        0.0|-7.1054e-15| 8.7701e-08|-8.0143e-07|-3.6653e-07| 1.0845e-06| 2.0844e-06|
U2_BC3                |        0.0| 1.2000e-03| 7.2000e-03| 1.2600e-02| 1.3362e-02| 1.3922e-02| 1.4065e-02|
time                  |        0.0| 1.0000e-02| 6.0000e-02| 1.0500e-01| 1.1135e-01| 1.1602e-01| 1.1721e-01|
time_RF               |        0.0| 1.0000e-02| 6.0000e-02| 1.0500e-01| 1.1135e-01| 1.1602e-01| 1.1721e-01|
